“议”：这使得销售{{c5::冷门商品}}在经济上变得可行。商家不再需要担心商品因长期无人问津而占用宝贵资源，它们可以被静置在虚拟货架和中心仓库中，{{c6::等待}}被拥有特定需求的消费者通过低成本搜寻发现。供给端的限制被打破，海量利基商品得以涌现。	口诀：虚拟货架无限摆，中心仓库成本矮，冷门商品等着卖。	第五章 复习题2 Cloze 供给侧
复习题3|总论：搜寻顺序对市场竞争会产生哪些影响？	搜寻顺序是市场竞争的关键变量，它打破了对称性，赋予了{{c1::排名靠前}}的企业显著的{{c2::先发优势}}。这导致企业不仅进行价格和质量竞争，还激烈地争夺有利的搜寻排名，催生了如{{c3::竞价排名}}等新竞争形态，并可能对{{c44::消费者福利和市场效率}}产生复杂甚至负面的影响。	口诀：排名就是优势，竞争不只价和质。	第五章 复习题3 Cloze 总论
复习题3|分论Ⅰ(先发优势)：请夹叙夹议地阐述搜寻顺序如何产生先发优势。	“叙”：消费者通常会按一定顺序（如按距离、按价格、按评价）逐一搜寻。由于存在搜寻成本，消费者一旦找到{{c1::满足其保留值}}的商品，就会{{c2::停止搜寻}}并购买。这意味着，被优先搜寻的企业（排名靠前）有{{c3::更大概率}}截获消费者，即使排名靠后的企业可能提供{{c4::更好}}的商品。
“议”：这种机制导致了“{{c5::赢家通吃}}”的局面。排名第一的商家面对的是{{c6::全部潜在消费者}}，而排名第二的商家只能接触到对第一家不满意的{{c7::“剩余”消费者}}。因此，流量和总需求会向头部商家高度集中，构成了强大的竞争壁垒。	口诀：先看先得，后来汤喝，流量向头部倾斜。	第五章 复习题3 Cloze 先发优势
复习题3|分论Ⅱ(竞争形态改变)：请夹叙夹议地阐述搜寻顺序如何改变企业竞争方式。	“叙”：由于排名靠前能带来巨大流量，企业开始将{{c1::提升排名}}作为核心竞争策略。在线下，这可能体现为选址在{{c2::黄金地段}}。在线上，则演变为多种形式：通过降价获得“{{c3::按价格排序}}”的优势；通过“刷好评”提升“{{c4::按评价排序}}”的位置；或直接向平台支付费用进行“{{c5::竞价排名}}”。
“议”：这使得竞争从二维（价格、质量）转向了{{c6::三维（价格、质量、排名）}}。特别是平台主导的排名拍卖，可能导致{{c7::劣币驱逐良币}}（低质商家花更多钱买排名），并增加消费者的{{c8::信息甄别成本}}，甚至引发平台的“{{c9::自我优待}}”行为，损害市场公平竞争。	口诀：竞争加一维，排名要争位，劣币可能上位。	第五章 复习题3 Cloze 竞争形态
复习题4|总论：转换成本为什么会赋予企业一定的市场势力？	转换成本通过“{{c1::锁定效应}}”赋予企业市场势力。它在消费者更换供应商时施加了一次性的“{{c2::惩罚}}”，使得即便竞争对手提供更优的价格或服务，只要其优势不足以{{c3::弥补转换成本}}，消费者仍会选择留在原地。这给了原企业在{{c4::转换成本的幅度内}}进行提价或降低服务质量而不流失客户的空间，这就是市场势力的体现。	口诀：转换要付费，顾客懒得退，商家地位贵。	第五章 复习题4 Cloze 总论
复习题4|分论Ⅰ(锁定与提价空间)：请夹叙夹议地阐述转换成本如何创造提价空间。	“叙”：假设市场完全竞争价格为P*，消费者的转换成本为S。一个已拥有客户的企业（A）知道，其客户若要转向竞争对手（B），即使B的报价为P*，客户也需额外付出{{c1::成本S}}。因此，只要A的报价P_A满足 {{c2::P_A - P* < S}}，即A的提价幅度{{c3::小于}}转换成本，理性的消费者就不会转换。
“议”：这意味着，转换成本为企业A创造了一个宽度为{{c4::S}}的“护城河”。在这条河的保护下，企业不再是完全竞争市场中的“{{c5::价格接受者}}”，而是在一定程度上成了“{{c6::价格制定者}}”，可以制定一个高于边际成本的价格来获取超额利润。转换成本越高，这条“护城河”就越宽，企业的市场势力就越强。	口诀：提价不超转换费，顾客锁定不乱飞。	第五章 复习题4 Cloze 锁定效应
复习题4|分论Ⅱ(企业策略)：请夹叙夹议地阐述企业会如何主动制造转换成本。	“叙”：企业会主动采取策略来提高消费者的转换成本。常见策略包括：1.提供{{c1::忠诚度折扣}}（如航空里程计划），使老客户转换损失巨大；2.通过专有技术或设计实现{{c2::商品不兼容}}（如苹果的接口）；3.利用数据提供{{c3::个性化服务}}，使新平台无法比拟；4.签订{{c4::独占交易协议}}，用违约金惩罚转换行为。
“议”：这些策略的本质都是{{c5::增加消费者“离开”的难度}}，从而将一次性的交易关系转变为{{c6::长期的锁定关系}}。这是一种重要的非价格竞争手段，旨在{{c7::排斥竞争对手}}和维持长期利润。在数字经济时代，利用{{c8::数据和生态系统}}来构建转换成本壁垒已成为平台企业的核心竞争力。	口诀：折扣兼容个性化，独占协议把你卡，想走没门别想啦。	第五章 复习题4 Cloze 企业策略
